"Name","Created","Runtime","GitHub","End Time","Hostname","ID","Notes","GPU Type","GPU Count","State","Updated","Tags","nb_timesteps","problemclass_eval","problemclass_train","exploration_fraction","optimization_mode","reward_system","agent_score","all_optimizers_scores.Adam","all_optimizers_scores.RMSprop","all_optimizers_scores.SGD","all_optimizers_scores.agent"
"deft-forest-241","2022-11-29T22:49:48.000Z","161","https://github.com/tidiane-camaret/autoML_switch_opt/tree/557da51baac5dc8e5dec310cea1c7c23bd2c0c96","2022-11-29T22:52:29.000Z","vs2-0","i3vhnidp","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-29T22:52:29.000Z","","10000","RastriginProblem","RastriginProblem","0.5","soft","function","0.52","0.014","0.466","0","0.52"
"peachy-sponge-240","2022-11-29T22:47:05.000Z","160","https://github.com/tidiane-camaret/autoML_switch_opt/tree/557da51baac5dc8e5dec310cea1c7c23bd2c0c96","2022-11-29T22:49:45.000Z","vs2-0","2n7zem8w","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-29T22:49:45.000Z","","10000","RastriginProblem","RastriginProblem","0.5","soft","function","0.546","0.006","0.448","0","0.546"
"genial-elevator-239","2022-11-29T22:44:20.000Z","162","https://github.com/tidiane-camaret/autoML_switch_opt/tree/557da51baac5dc8e5dec310cea1c7c23bd2c0c96","2022-11-29T22:47:02.000Z","vs2-0","ep6grcom","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-29T22:47:02.000Z","","10000","RastriginProblem","RastriginProblem","0.5","soft","function","0.504","0.014","0.482","0","0.504"
"kind-wood-238","2022-11-29T22:41:35.000Z","163","https://github.com/tidiane-camaret/autoML_switch_opt/tree/557da51baac5dc8e5dec310cea1c7c23bd2c0c96","2022-11-29T22:44:18.000Z","vs2-0","2t98bks2","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-29T22:44:18.000Z","","10000","RastriginProblem","RastriginProblem","0.5","soft","function","0.408","0.01","0.582","0","0.408"
"lunar-wildflower-237","2022-11-29T22:37:06.000Z","267","https://github.com/tidiane-camaret/autoML_switch_opt/tree/557da51baac5dc8e5dec310cea1c7c23bd2c0c96","2022-11-29T22:41:33.000Z","vs2-0","32y6tr7o","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-29T22:41:33.000Z","","10000","GaussianHillsProblem","RastriginProblem","0.5","soft","function","0.636","0.014","0.282","0.068","0.636"
"lyric-cloud-236","2022-11-29T22:32:37.000Z","267","https://github.com/tidiane-camaret/autoML_switch_opt/tree/557da51baac5dc8e5dec310cea1c7c23bd2c0c96","2022-11-29T22:37:04.000Z","vs2-0","2kje6tmu","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-29T22:37:04.000Z","","10000","GaussianHillsProblem","RastriginProblem","0.5","soft","function","0.642","0.01","0.312","0.036","0.642"
"crimson-darkness-235","2022-11-29T22:28:07.000Z","268","https://github.com/tidiane-camaret/autoML_switch_opt/tree/557da51baac5dc8e5dec310cea1c7c23bd2c0c96","2022-11-29T22:32:35.000Z","vs2-0","1uiwpaop","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-29T22:32:35.000Z","","10000","GaussianHillsProblem","RastriginProblem","0.5","soft","function","0.676","0.01","0.27","0.044","0.676"
"pious-vortex-234","2022-11-29T22:23:37.000Z","268","https://github.com/tidiane-camaret/autoML_switch_opt/tree/557da51baac5dc8e5dec310cea1c7c23bd2c0c96","2022-11-29T22:28:05.000Z","vs2-0","2cuie2ol","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-29T22:28:05.000Z","","10000","GaussianHillsProblem","RastriginProblem","0.5","soft","function","0.72","0.012","0.218","0.05","0.72"
"logical-totem-233","2022-11-29T22:19:08.000Z","267","https://github.com/tidiane-camaret/autoML_switch_opt/tree/557da51baac5dc8e5dec310cea1c7c23bd2c0c96","2022-11-29T22:23:35.000Z","vs2-0","g14ql3dm","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-29T22:23:35.000Z","","10000","GaussianHillsProblem","RastriginProblem","0.5","soft","function","0.496","0.014","0.428","0.062","0.496"
"swift-firebrand-232","2022-11-29T22:16:11.000Z","175","https://github.com/tidiane-camaret/autoML_switch_opt/tree/557da51baac5dc8e5dec310cea1c7c23bd2c0c96","2022-11-29T22:19:06.000Z","vs2-0","33whddhq","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-29T22:19:06.000Z","","10000","NoisyHillsProblem","RastriginProblem","0.5","soft","function","0.642","0.014","0.34","0.004","0.642"
"wise-cloud-231","2022-11-29T22:13:14.000Z","174","https://github.com/tidiane-camaret/autoML_switch_opt/tree/557da51baac5dc8e5dec310cea1c7c23bd2c0c96","2022-11-29T22:16:08.000Z","vs2-0","2li18c22","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-29T22:16:08.000Z","","10000","NoisyHillsProblem","RastriginProblem","0.5","soft","function","0.61","0.01","0.372","0.008","0.61"
"frosty-river-230","2022-11-29T22:10:18.000Z","173","https://github.com/tidiane-camaret/autoML_switch_opt/tree/557da51baac5dc8e5dec310cea1c7c23bd2c0c96","2022-11-29T22:13:11.000Z","vs2-0","2la97lnp","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-29T22:13:11.000Z","","10000","NoisyHillsProblem","RastriginProblem","0.5","soft","function","0.69","0.016","0.292","0.002","0.69"
"solar-frost-229","2022-11-29T22:07:22.000Z","173","https://github.com/tidiane-camaret/autoML_switch_opt/tree/557da51baac5dc8e5dec310cea1c7c23bd2c0c96","2022-11-29T22:10:15.000Z","vs2-0","7y4kbpok","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-29T22:10:15.000Z","","10000","NoisyHillsProblem","RastriginProblem","0.5","soft","function","0.65","0.018","0.328","0.004","0.65"
"honest-leaf-228","2022-11-29T22:04:26.000Z","174","https://github.com/tidiane-camaret/autoML_switch_opt/tree/557da51baac5dc8e5dec310cea1c7c23bd2c0c96","2022-11-29T22:07:20.000Z","vs2-0","2ysgt73r","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-29T22:07:20.000Z","","10000","NoisyHillsProblem","RastriginProblem","0.5","soft","function","0.592","0.02","0.38","0.008","0.592"
"curious-monkey-227","2022-11-29T22:01:58.000Z","145","https://github.com/tidiane-camaret/autoML_switch_opt/tree/557da51baac5dc8e5dec310cea1c7c23bd2c0c96","2022-11-29T22:04:23.000Z","vs2-0","1oq3y6g7","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-29T22:04:23.000Z","","10000","NormProblem","GaussianHillsProblem","0.5","soft","function","0.884","0.002","0.114","0","0.884"
"curious-water-226","2022-11-29T21:59:32.000Z","144","https://github.com/tidiane-camaret/autoML_switch_opt/tree/557da51baac5dc8e5dec310cea1c7c23bd2c0c96","2022-11-29T22:01:56.000Z","vs2-0","1pm8yq0q","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-29T22:01:56.000Z","","10000","NormProblem","GaussianHillsProblem","0.5","soft","function","0.87","0.006","0.124","0","0.87"
"dauntless-pyramid-225","2022-11-29T21:57:05.000Z","144","https://github.com/tidiane-camaret/autoML_switch_opt/tree/557da51baac5dc8e5dec310cea1c7c23bd2c0c96","2022-11-29T21:59:29.000Z","vs2-0","8vmmp670","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-29T21:59:29.000Z","","10000","NormProblem","GaussianHillsProblem","0.5","soft","function","0.886","0","0.114","0","0.886"
"confused-sound-224","2022-11-29T21:54:35.000Z","147","https://github.com/tidiane-camaret/autoML_switch_opt/tree/557da51baac5dc8e5dec310cea1c7c23bd2c0c96","2022-11-29T21:57:02.000Z","vs2-0","1lmk3fo6","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-29T21:57:02.000Z","","10000","NormProblem","GaussianHillsProblem","0.5","soft","function","0.862","0.004","0.134","0","0.862"
"dutiful-vortex-223","2022-11-29T21:52:06.000Z","146","https://github.com/tidiane-camaret/autoML_switch_opt/tree/557da51baac5dc8e5dec310cea1c7c23bd2c0c96","2022-11-29T21:54:32.000Z","vs2-0","2h4dtc8s","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-29T21:54:32.000Z","","10000","NormProblem","GaussianHillsProblem","0.5","soft","function","0.862","0.004","0.134","0","0.862"
"helpful-salad-222","2022-11-29T21:48:57.000Z","187","https://github.com/tidiane-camaret/autoML_switch_opt/tree/557da51baac5dc8e5dec310cea1c7c23bd2c0c96","2022-11-29T21:52:04.000Z","vs2-0","hwek4hxf","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-29T21:52:04.000Z","","10000","AckleyProblem","GaussianHillsProblem","0.5","soft","function","0.37","0.008","0.588","0.034","0.37"
"young-plant-221","2022-11-29T21:45:48.000Z","187","https://github.com/tidiane-camaret/autoML_switch_opt/tree/557da51baac5dc8e5dec310cea1c7c23bd2c0c96","2022-11-29T21:48:55.000Z","vs2-0","yhrqnviw","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-29T21:48:55.000Z","","10000","AckleyProblem","GaussianHillsProblem","0.5","soft","function","0.376","0.002","0.58","0.042","0.376"
"summer-sea-220","2022-11-29T21:42:41.000Z","185","https://github.com/tidiane-camaret/autoML_switch_opt/tree/557da51baac5dc8e5dec310cea1c7c23bd2c0c96","2022-11-29T21:45:46.000Z","vs2-0","1trvdd61","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-29T21:45:46.000Z","","10000","AckleyProblem","GaussianHillsProblem","0.5","soft","function","0.352","0.004","0.588","0.056","0.352"
"twilight-fog-219","2022-11-29T21:39:33.000Z","186","https://github.com/tidiane-camaret/autoML_switch_opt/tree/557da51baac5dc8e5dec310cea1c7c23bd2c0c96","2022-11-29T21:42:39.000Z","vs2-0","ix6wadv9","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-29T21:42:39.000Z","","10000","AckleyProblem","GaussianHillsProblem","0.5","soft","function","0.366","0","0.586","0.048","0.366"
"logical-water-218","2022-11-29T21:36:24.000Z","187","https://github.com/tidiane-camaret/autoML_switch_opt/tree/557da51baac5dc8e5dec310cea1c7c23bd2c0c96","2022-11-29T21:39:31.000Z","vs2-0","3lq3xrrb","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-29T21:39:31.000Z","","10000","AckleyProblem","GaussianHillsProblem","0.5","soft","function","0.356","0.006","0.582","0.056","0.356"
"radiant-silence-217","2022-11-29T21:33:36.000Z","166","https://github.com/tidiane-camaret/autoML_switch_opt/tree/557da51baac5dc8e5dec310cea1c7c23bd2c0c96","2022-11-29T21:36:22.000Z","vs2-0","za0t1yij","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-29T21:36:22.000Z","","10000","RastriginProblem","GaussianHillsProblem","0.5","soft","function","0.446","0.016","0.538","0","0.446"
"lucky-aardvark-216","2022-11-29T21:30:47.000Z","166","https://github.com/tidiane-camaret/autoML_switch_opt/tree/557da51baac5dc8e5dec310cea1c7c23bd2c0c96","2022-11-29T21:33:33.000Z","vs2-0","1kr8gdi3","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-29T21:33:33.000Z","","10000","RastriginProblem","GaussianHillsProblem","0.5","soft","function","0.49","0.004","0.506","0","0.49"
"royal-microwave-215","2022-11-29T21:27:58.000Z","166","https://github.com/tidiane-camaret/autoML_switch_opt/tree/557da51baac5dc8e5dec310cea1c7c23bd2c0c96","2022-11-29T21:30:44.000Z","vs2-0","1q4xfa3t","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-29T21:30:44.000Z","","10000","RastriginProblem","GaussianHillsProblem","0.5","soft","function","0.452","0.016","0.532","0","0.452"
"faithful-night-214","2022-11-29T21:25:09.000Z","166","https://github.com/tidiane-camaret/autoML_switch_opt/tree/557da51baac5dc8e5dec310cea1c7c23bd2c0c96","2022-11-29T21:27:55.000Z","vs2-0","3w317v17","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-29T21:27:55.000Z","","10000","RastriginProblem","GaussianHillsProblem","0.5","soft","function","0.49","0.002","0.508","0","0.49"
"trim-flower-213","2022-11-29T21:22:20.000Z","166","https://github.com/tidiane-camaret/autoML_switch_opt/tree/557da51baac5dc8e5dec310cea1c7c23bd2c0c96","2022-11-29T21:25:06.000Z","vs2-0","1ur4lqbx","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-29T21:25:06.000Z","","10000","RastriginProblem","GaussianHillsProblem","0.5","soft","function","0.468","0.02","0.512","0","0.468"
"fast-hill-212","2022-11-29T21:17:44.000Z","274","https://github.com/tidiane-camaret/autoML_switch_opt/tree/557da51baac5dc8e5dec310cea1c7c23bd2c0c96","2022-11-29T21:22:18.000Z","vs2-0","1sx8peeg","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-29T21:22:18.000Z","","10000","GaussianHillsProblem","GaussianHillsProblem","0.5","soft","function","0.596","0.014","0.36","0.03","0.596"
"true-water-211","2022-11-29T21:13:08.000Z","274","https://github.com/tidiane-camaret/autoML_switch_opt/tree/557da51baac5dc8e5dec310cea1c7c23bd2c0c96","2022-11-29T21:17:42.000Z","vs2-0","2qwl2b8q","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-29T21:17:42.000Z","","10000","GaussianHillsProblem","GaussianHillsProblem","0.5","soft","function","0.67","0.01","0.26","0.06","0.67"
"revived-bird-210","2022-11-29T21:08:31.000Z","274","https://github.com/tidiane-camaret/autoML_switch_opt/tree/557da51baac5dc8e5dec310cea1c7c23bd2c0c96","2022-11-29T21:13:05.000Z","vs2-0","1o36tasq","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-29T21:13:05.000Z","","10000","GaussianHillsProblem","GaussianHillsProblem","0.5","soft","function","0.61","0.018","0.32","0.052","0.61"
"dark-durian-209","2022-11-29T21:03:56.000Z","273","https://github.com/tidiane-camaret/autoML_switch_opt/tree/557da51baac5dc8e5dec310cea1c7c23bd2c0c96","2022-11-29T21:08:29.000Z","vs2-0","3840oe40","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-29T21:08:29.000Z","","10000","GaussianHillsProblem","GaussianHillsProblem","0.5","soft","function","0.636","0.008","0.308","0.048","0.636"
"radiant-vortex-208","2022-11-29T20:59:20.000Z","274","https://github.com/tidiane-camaret/autoML_switch_opt/tree/557da51baac5dc8e5dec310cea1c7c23bd2c0c96","2022-11-29T21:03:54.000Z","vs2-0","25ontebu","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-29T21:03:54.000Z","","10000","GaussianHillsProblem","GaussianHillsProblem","0.5","soft","function","0.652","0.018","0.274","0.056","0.652"
"breezy-glade-207","2022-11-29T20:56:18.000Z","180","https://github.com/tidiane-camaret/autoML_switch_opt/tree/557da51baac5dc8e5dec310cea1c7c23bd2c0c96","2022-11-29T20:59:18.000Z","vs2-0","1zeirtcc","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-29T20:59:18.000Z","","10000","NoisyHillsProblem","GaussianHillsProblem","0.5","soft","function","0.656","0.018","0.318","0.008","0.656"
"effortless-mountain-206","2022-11-29T20:53:19.000Z","177","https://github.com/tidiane-camaret/autoML_switch_opt/tree/557da51baac5dc8e5dec310cea1c7c23bd2c0c96","2022-11-29T20:56:16.000Z","vs2-0","192lgkig","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-29T20:56:16.000Z","","10000","NoisyHillsProblem","GaussianHillsProblem","0.5","soft","function","0.624","0.012","0.36","0.004","0.624"
"happy-water-205","2022-11-29T20:50:17.000Z","180","https://github.com/tidiane-camaret/autoML_switch_opt/tree/557da51baac5dc8e5dec310cea1c7c23bd2c0c96","2022-11-29T20:53:17.000Z","vs2-0","2mhp0mug","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-29T20:53:17.000Z","","10000","NoisyHillsProblem","GaussianHillsProblem","0.5","soft","function","0.67","0.014","0.31","0.006","0.67"
"vital-forest-204","2022-11-29T20:47:15.000Z","180","https://github.com/tidiane-camaret/autoML_switch_opt/tree/557da51baac5dc8e5dec310cea1c7c23bd2c0c96","2022-11-29T20:50:15.000Z","vs2-0","3m6lhhpu","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-29T20:50:15.000Z","","10000","NoisyHillsProblem","GaussianHillsProblem","0.5","soft","function","0.676","0.006","0.316","0.002","0.676"
"cool-salad-203","2022-11-29T20:44:14.000Z","179","https://github.com/tidiane-camaret/autoML_switch_opt/tree/557da51baac5dc8e5dec310cea1c7c23bd2c0c96","2022-11-29T20:47:13.000Z","vs2-0","254czaze","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-29T20:47:13.000Z","","10000","NoisyHillsProblem","GaussianHillsProblem","0.5","soft","function","0.674","0.016","0.306","0.004","0.674"
"faithful-night-202","2022-11-29T20:41:49.000Z","143","https://github.com/tidiane-camaret/autoML_switch_opt/tree/557da51baac5dc8e5dec310cea1c7c23bd2c0c96","2022-11-29T20:44:12.000Z","vs2-0","2dklsiyk","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-29T20:44:12.000Z","","10000","NormProblem","NoisyHillsProblem","0.5","soft","function","0.85","0.012","0.138","0","0.85"
"trim-pond-201","2022-11-29T20:39:23.000Z","143","https://github.com/tidiane-camaret/autoML_switch_opt/tree/557da51baac5dc8e5dec310cea1c7c23bd2c0c96","2022-11-29T20:41:46.000Z","vs2-0","26r7i55m","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-29T20:41:46.000Z","","10000","NormProblem","NoisyHillsProblem","0.5","soft","function","0.862","0.004","0.134","0","0.862"
"logical-deluge-200","2022-11-29T20:36:57.000Z","143","https://github.com/tidiane-camaret/autoML_switch_opt/tree/557da51baac5dc8e5dec310cea1c7c23bd2c0c96","2022-11-29T20:39:20.000Z","vs2-0","1k96js09","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-29T20:39:20.000Z","","10000","NormProblem","NoisyHillsProblem","0.5","soft","function","0.876","0.006","0.118","0","0.876"
"easy-rain-199","2022-11-29T20:34:31.000Z","143","https://github.com/tidiane-camaret/autoML_switch_opt/tree/557da51baac5dc8e5dec310cea1c7c23bd2c0c96","2022-11-29T20:36:54.000Z","vs2-0","1hwapnrn","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-29T20:36:54.000Z","","10000","NormProblem","NoisyHillsProblem","0.5","soft","function","0.874","0.002","0.124","0","0.874"
"super-brook-198","2022-11-29T20:32:05.000Z","143","https://github.com/tidiane-camaret/autoML_switch_opt/tree/557da51baac5dc8e5dec310cea1c7c23bd2c0c96","2022-11-29T20:34:28.000Z","vs2-0","21f5rc3d","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-29T20:34:28.000Z","","10000","NormProblem","NoisyHillsProblem","0.5","soft","function","0.898","0.004","0.098","0","0.898"
"genial-pyramid-197","2022-11-29T20:28:59.000Z","184","https://github.com/tidiane-camaret/autoML_switch_opt/tree/557da51baac5dc8e5dec310cea1c7c23bd2c0c96","2022-11-29T20:32:03.000Z","vs2-0","xoqajlmu","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-29T20:32:03.000Z","","10000","AckleyProblem","NoisyHillsProblem","0.5","soft","function","0.364","0.002","0.6","0.034","0.364"
"fancy-galaxy-196","2022-11-29T20:25:52.000Z","185","https://github.com/tidiane-camaret/autoML_switch_opt/tree/557da51baac5dc8e5dec310cea1c7c23bd2c0c96","2022-11-29T20:28:57.000Z","vs2-0","33vhtmsb","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-29T20:28:57.000Z","","10000","AckleyProblem","NoisyHillsProblem","0.5","soft","function","0.394","0.004","0.55","0.052","0.394"
"fine-grass-195","2022-11-29T20:22:46.000Z","184","https://github.com/tidiane-camaret/autoML_switch_opt/tree/557da51baac5dc8e5dec310cea1c7c23bd2c0c96","2022-11-29T20:25:50.000Z","vs2-0","1fgbcq8a","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-29T20:25:50.000Z","","10000","AckleyProblem","NoisyHillsProblem","0.5","soft","function","0.322","0.002","0.634","0.042","0.322"
"restful-durian-194","2022-11-29T20:19:41.000Z","183","https://github.com/tidiane-camaret/autoML_switch_opt/tree/557da51baac5dc8e5dec310cea1c7c23bd2c0c96","2022-11-29T20:22:44.000Z","vs2-0","10v452ij","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-29T20:22:44.000Z","","10000","AckleyProblem","NoisyHillsProblem","0.5","soft","function","0.388","0.004","0.566","0.042","0.388"
"zany-butterfly-193","2022-11-29T20:16:36.000Z","183","https://github.com/tidiane-camaret/autoML_switch_opt/tree/557da51baac5dc8e5dec310cea1c7c23bd2c0c96","2022-11-29T20:19:39.000Z","vs2-0","ikys7ezq","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-29T20:19:39.000Z","","10000","AckleyProblem","NoisyHillsProblem","0.5","soft","function","0.366","0","0.594","0.04","0.366"
"floral-star-192","2022-11-29T20:13:49.000Z","164","https://github.com/tidiane-camaret/autoML_switch_opt/tree/557da51baac5dc8e5dec310cea1c7c23bd2c0c96","2022-11-29T20:16:33.000Z","vs2-0","21tnd34v","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-29T20:16:33.000Z","","10000","RastriginProblem","NoisyHillsProblem","0.5","soft","function","0.48","0.014","0.506","0","0.48"
"generous-mountain-191","2022-11-29T20:10:53.000Z","174","https://github.com/tidiane-camaret/autoML_switch_opt/tree/557da51baac5dc8e5dec310cea1c7c23bd2c0c96","2022-11-29T20:13:47.000Z","vs2-0","18vs42u8","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-29T20:13:47.000Z","","10000","RastriginProblem","NoisyHillsProblem","0.5","soft","function","0.456","0.02","0.524","0","0.456"
"rosy-hill-190","2022-11-29T20:08:07.000Z","164","https://github.com/tidiane-camaret/autoML_switch_opt/tree/557da51baac5dc8e5dec310cea1c7c23bd2c0c96","2022-11-29T20:10:51.000Z","vs2-0","1s2hr59t","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-29T20:10:51.000Z","","10000","RastriginProblem","NoisyHillsProblem","0.5","soft","function","0.436","0.01","0.554","0","0.436"
"autumn-planet-189","2022-11-29T19:48:04.000Z","1200","https://github.com/tidiane-camaret/autoML_switch_opt/tree/557da51baac5dc8e5dec310cea1c7c23bd2c0c96","2022-11-29T20:08:04.000Z","vs2-0","1rrm5cmk","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-29T20:08:04.000Z","","10000","RastriginProblem","NoisyHillsProblem","0.5","soft","function","0.442","0.012","0.546","0","0.442"
"worldly-dawn-188","2022-11-29T19:45:16.000Z","165","https://github.com/tidiane-camaret/autoML_switch_opt/tree/557da51baac5dc8e5dec310cea1c7c23bd2c0c96","2022-11-29T19:48:01.000Z","vs2-0","2dq06ow6","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-29T19:48:01.000Z","","10000","RastriginProblem","NoisyHillsProblem","0.5","soft","function","0.444","0.026","0.53","0","0.444"
"rare-wildflower-187","2022-11-29T19:40:41.000Z","273","https://github.com/tidiane-camaret/autoML_switch_opt/tree/557da51baac5dc8e5dec310cea1c7c23bd2c0c96","2022-11-29T19:45:14.000Z","vs2-0","5e4ewy5m","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-29T19:45:14.000Z","","10000","GaussianHillsProblem","NoisyHillsProblem","0.5","soft","function","0.638","0.012","0.28","0.07","0.638"
"frosty-smoke-186","2022-11-29T19:36:04.000Z","275","https://github.com/tidiane-camaret/autoML_switch_opt/tree/557da51baac5dc8e5dec310cea1c7c23bd2c0c96","2022-11-29T19:40:39.000Z","vs2-0","r3xlt7lk","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-29T19:40:39.000Z","","10000","GaussianHillsProblem","NoisyHillsProblem","0.5","soft","function","0.59","0.018","0.328","0.064","0.59"
"flowing-meadow-185","2022-11-29T19:31:28.000Z","274","https://github.com/tidiane-camaret/autoML_switch_opt/tree/557da51baac5dc8e5dec310cea1c7c23bd2c0c96","2022-11-29T19:36:02.000Z","vs2-0","3juy8vmn","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-29T19:36:02.000Z","","10000","GaussianHillsProblem","NoisyHillsProblem","0.5","soft","function","0.606","0.01","0.32","0.064","0.606"
"olive-sunset-184","2022-11-29T19:26:52.000Z","274","https://github.com/tidiane-camaret/autoML_switch_opt/tree/557da51baac5dc8e5dec310cea1c7c23bd2c0c96","2022-11-29T19:31:26.000Z","vs2-0","26olo2p3","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-29T19:31:26.000Z","","10000","GaussianHillsProblem","NoisyHillsProblem","0.5","soft","function","0.716","0.016","0.214","0.054","0.716"
"skilled-eon-183","2022-11-29T19:22:15.000Z","275","https://github.com/tidiane-camaret/autoML_switch_opt/tree/557da51baac5dc8e5dec310cea1c7c23bd2c0c96","2022-11-29T19:26:50.000Z","vs2-0","19bj11f6","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-29T19:26:50.000Z","","10000","GaussianHillsProblem","NoisyHillsProblem","0.5","soft","function","0.616","0.024","0.282","0.078","0.616"
"eager-waterfall-182","2022-11-29T19:19:14.000Z","179","https://github.com/tidiane-camaret/autoML_switch_opt/tree/557da51baac5dc8e5dec310cea1c7c23bd2c0c96","2022-11-29T19:22:13.000Z","vs2-0","1ignhxnp","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-29T19:22:13.000Z","","10000","NoisyHillsProblem","NoisyHillsProblem","0.5","soft","function","0.666","0.012","0.318","0.004","0.666"
"iconic-wind-181","2022-11-29T19:16:15.000Z","177","https://github.com/tidiane-camaret/autoML_switch_opt/tree/557da51baac5dc8e5dec310cea1c7c23bd2c0c96","2022-11-29T19:19:12.000Z","vs2-0","ocn4v7me","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-29T19:19:12.000Z","","10000","NoisyHillsProblem","NoisyHillsProblem","0.5","soft","function","0.674","0.016","0.308","0.002","0.674"
"drawn-bush-180","2022-11-29T19:13:14.000Z","179","https://github.com/tidiane-camaret/autoML_switch_opt/tree/557da51baac5dc8e5dec310cea1c7c23bd2c0c96","2022-11-29T19:16:13.000Z","vs2-0","12z9xmqb","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-29T19:16:13.000Z","","10000","NoisyHillsProblem","NoisyHillsProblem","0.5","soft","function","0.654","0.014","0.33","0.002","0.654"
"eager-firebrand-179","2022-11-29T19:10:16.000Z","176","https://github.com/tidiane-camaret/autoML_switch_opt/tree/557da51baac5dc8e5dec310cea1c7c23bd2c0c96","2022-11-29T19:13:12.000Z","vs2-0","3cjyb1hs","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-29T19:13:12.000Z","","10000","NoisyHillsProblem","NoisyHillsProblem","0.5","soft","function","0.638","0.006","0.354","0.002","0.638"
"treasured-cherry-178","2022-11-29T19:07:14.000Z","180","https://github.com/tidiane-camaret/autoML_switch_opt/tree/557da51baac5dc8e5dec310cea1c7c23bd2c0c96","2022-11-29T19:10:14.000Z","vs2-0","334l1h9z","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-29T19:10:14.000Z","","10000","NoisyHillsProblem","NoisyHillsProblem","0.5","soft","function","0.654","0.002","0.34","0.004","0.654"
